id|word|kana
2730|カセットテープ|KASETTOTE-PU
2731|フロッピーディスク|FUROPPIDHISUKU
2732|ブラウン管|BURAUNKAN
2733|ぜんまい仕掛け|ZENMAIJIKAKE
2734|タイプライター|TAIPURAITA-
2735|レコード|REKO-DO
2736|蓄音機|CHIKUONKI
2737|映写機|EISHAJIKI
2738|フィルム|FIRUMU
2739|ノイズ|NOIZU
2740|砂嵐|SUNAARASHI
2741|チューニング|CHU-NINGU
2742|周波数|SHUUHASUU
2743|アンテナ|ANTENA
2744|アドリブ|ADORIBU
2745|即興|SOKKYOU
2746|無音|MUON
2747|不協和音|FUKYOUWAON
2748|協和音|KYOUWAON
2749|調律|CHOURITSU
2750|音階|ONKAI
2751|リズム|RIZUMU
2752|テンポ|TENPO
2753|リフレイン|RIFUREIN
2754|ソロ|SORO
2755|アンサンブル|ANSANBURU
2756|ハーモニー|HA-MONI-
2757|カデンツァ|KADENTSUxA
2758|クレッシェンド|KURESSHENDO
2759|デクレッシェンド|DEKURESSHENDO
2760|フォルテ|FORUTE
2761|ピアノ|PIANO
2762|舞台袖|BUTAISODE
2763|緞帳|DONCHOU
2764|スポットライト|SUPOTTORAITO
2765|暗転|ANTEN
2766|拍手|HAKUSHU
2767|喝采|KASSAI
2768|野次|YAJI
2769|カーテンコール|KA-TENKO-RU
2770|種蒔き|TANEMAKI
2771|受粉|JFUN
2772|接ぎ木|TSUGIKI
2773|挿し木|SASHIKI
2774|剪定|SENTEI
2775|間引き|MABIKI
2776|収穫|SHUUKAKU
2777|雑草|ZASSOU
2778|害虫|GAICHUU
2779|益虫|EKICHUU
2780|腐葉土|FUYOUDO
2781|堆肥|TAIHI
2782|光合成|KOUGOUSEI
2783|擬態|GITAI
2784|共生|KYOUSEI
2785|寄生|KISEI
2786|食物連鎖|SHOKUMOTSURENSA
2787|頂点|CHOUTEN
2788|淘汰|TOUTA
2789|突然変異|TOTSUZENHENI
2790|遺伝子|IDENSHI
2791|染色体|SENSHOKUTAI
2792|細胞分裂|SAIBOUBUNRETSU
2793|群体|GUNTAI
2794|胞子|HOUSHI
2795|菌糸|KINSHI
2796|粘菌|NENKIN
2797|深海魚|SHINKAIGYO
2798|発光器官|HAKKOUKIKAN
2799|水圧|SUIATSU
2800|海溝|KAIKOU
2801|熱水噴出孔|NESSUIFUNSHUTSUKOU
2802|鯨骨生物群集|GEIKOTSUSEIBUTSUGUNSHUU
2803|暗黒|ANKOKU
2804|無光層|MUKOUSOU
2805|生物発光|SEIBUTSUHAKKOU
2806|地層|CHISOU
2807|断層|DANNSOU
2808|褶曲|SHUUKYOKU
2809|化石|KASEKI
2810|琥珀|KOHAKU
2811|鍾乳洞|SHOUNYUUDOU
2812|石筍|SEKIJUN
2813|石柱|SEKICHUU
2814|結晶|KESSHOU
2815|原石|GENSEKI
2816|劈開|HEKIKAI
2817|晶癖|SHOUHEKI
2818|条痕|JOUKON
2819|硬度|KOUDO
2820|展性|TENSEI
2821|延性|ENSEI
2822|合金|GOUKIN
2823|鋳造|CHUUZOU
2824|鍛造|TANZOU
2825|焼きなまし|YAKINAMASHI
2826|焼き入れ|YAKI IRE
2827|圧延|ATSUEN
2828|めっき|MEKKI
2829|はんだ|HANDA
2830|リベット|RIBETTO
2831|バニーガール|BANIIGAALU
2832|軸受|JIKUUKE
2833|テコ|TEKO
2834|滑車|KASSHA
2835|振り子|FURIKO
2836|慣性|KANSEI
2837|遠心力|ENSHINRYOKU
2838|求心力|KYUUSHINRYOKU
2839|共振|KYOUSHIN
2840|共鳴|KYOUMEI
2841|反響|HANKYOU
2842|指向性|SHIKOUSEI
2843|増幅|ZOUFUKU
2844|減衰|GENSUI
2845|歪み|HIZUMI
2846|飽和|HOUWA
2847|閾値|IKICHI
2848|臨界点|RINKAITEN
2849|相転移|SOUTENI
2850|沸点|FUTTEN
2851|融点|YUUTEN
2852|蒸留|JOURYUU
2853|ろ過|ROKA
2854|触媒|SHOKUBAI
2855|対位法|TAIIHOU
2856|フーガ|FU-GA
2857|カノン|KANON
2858|ソナタ|SONATA
2859|レクイエム|REKUIEMU
2860|ノクターン|NOKUTA-N
2861|スケルツォ|SUKERUTSUxO
2862|インプロ|INPURO
2863|セッション|SESSHON
2864|グリッサンド|GURISSANDO
2865|アルペジオ|ARUPEJIO
2866|ビブラート|BIBURA-TO
2867|無調|MUCHOU
2868|十二音技法|JUUNIHONGUHOU
2869|倍音|BAION
2870|基音|KION
2871|周波数|SHUUHASUU
2872|振幅|SHINPUKU
2873|波形|HAKEI
2874|位相|ISOU
2875|干渉|KANSHOU
2876|回折|KAISETSU
2877|ドップラー効果|DOPPURA-KOUKA
2878|隠喩|INNYU
2879|換喩|KANNYU
2880|擬人法|GIJINHOU
2881|風刺|FUUSHI
2882|寓話|GUUWA
2883|叙事詩|JOJISHI
2884|叙情詩|JOJOUSHI
2885|悲劇|HIGEKI
2886|喜劇|KIGEKI
2887|プロローグ|PURORO-GU
2888|エピローグ|EPIRO-GU
2889|伏線|FUKUSEN
2890|アフォリズム|AFORIZUMU
2891|警句|KEIKU
2892|駄洒落|DAJARE
2893|誤謬|GOBYUU
2894|パラドックス|PARADOKKUSU
2895|ジレンマ|JIRENMA
2896|トートロジー|TO-TOROJI-
2897|ダダイズム|DADA-IZUMU
2898|シュルレアリスム|SHURUREARISUMU
2899|アブストラクト|ABUSUTORAKUTO
2900|ミニマリズム|MINIMARIZUMU
2901|ポップアート|POPPUA-TO
2902|キュビズム|KYUBIZUMU
2903|イデア|IDEA
2904|実存|JITSUZON
2905|現象学|GENSHOUGAKU
2906|脱構築|DAKKOUCHIKU
2907|シミュラークル|SHIMYURAKURU
2908|リビドー|RIBIDO-
2909|無意識|MUISHIKI
2910|集合的無意識|SHUUGOU TEKI MUISHIKI
2911|元型|GENKEI
2912|影|KAGE
2913|綾織|AYAORI
2914|朱子織|SHUSUORI
2915|刺繍|SHISHUU
2916|アップリケ|APPURIKE
2917|パッチワーク|PACCHIWA-KU
2918|キルト|KIRUTO
2919|染料|SENRYOU
2920|媒染剤|BAISENZAI
2921|藍染|AIZOME
2922|草木染め|KUSAKIZOME
2923|織機|ORIKI
2924|紡錘|BOUSUI
2925|糸車|ITOGURUMA
2926|経糸|TATEITO
2927|緯糸|YOKOITO
2928|綻び|HOKOROBI
2929|縫い目|NUIME
2930|玉止め|TAMADOME
2931|運針|UNSHIN
2932|メビウスの輪|MEBIUSU NO WA
2933|クラインの壺|KURAIN NO TSUB
2934|フラクタル|FURAKUTARU
2935|カオス理論|KAOSURIRON
2936|バタフライ効果|BATAHURAIKOUKA
2937|エントロピー|ENTOROPI-
2938|熱力学第二法則|NETSURIKIGAKUDAINIHOUSOKU
2939|マクスウェルの悪魔|MAKUSUUERU NO AKUMA
2940|シュレーディンガーの猫|SHURE-DHINGA- NO NEKO
2941|不確定性原理|FUKAKUTEISEIGENRI
2942|相補性|SOUHOSEI
2943|重ね合わせ|KASANEAWASE
2944|量子もつれ|RYOUSHIMOTSURE
2945|ワープ|WA-PU
2946|テレポーテーション|TEREPO-TE-SHON
2947|タイムパラドックス|TAIMUPARADOKKUSU
2948|親殺しのパラドックス|OYAGOROSHI NO PARADOKKUSU
2949|ブートストラップ|BU-TOSUTORAPPU
2950|フェルミのパラドックス|FERUMI NO PARADOKKUSU
2951|ドレイクの方程式|DOREIKU NO HOUTEISHIKI
2952|ラグランジュポイント|RAGURANJUPUINTO
2953|ロシュの限界|ROSHU NO GENKAI
2954|ダイソン球|DAISONKYUU
2955|逆張り|GYAKUBARI
2806|絶対的権威|GZETTAITEKIKENI
2807|ヘッジ|HEJJI
2808|インフレーション|INFURE-SHON
2809|デフレーション|DEFURE-SHON
2810|スタグフレーション|SUTAGUFURE-SHON
2811|流動性|RYUUDOUSEI
2812|債権|SAIKEN
2813|債務|SAIMU
2814|担保|TANPO
2815|抵当|TEITOU
2816|破産|HASAN
2817|競売|KEIBAI
2818|仲裁|CHUUSAI
2819|寡占|KASEN
2820|独占|DOKUSEN
2821|関税|KANZEI
2822|禁輸|KINNYU
2823|需要|JUYOU
2824|供給|KYOUKYUU
2825|均衡点|KINKOUTEN
2826|見えざる手|MIEZARUTE
2827|合成の誤謬|GOUSEI NO GOBYUU
2828|機会費用|KIKAIHIYOU
2829|サンクコスト|SANKUKOSUTO
2830|モラルハザード|MORARUHAZA-DO
2831|逆選択|GYAKUSENTAKU
2832|判例|HANREI
2833|法廷|HOUTEI
2834|陪審員|BAISHININ
2835|検察|KENSATSU
2836|弁護|BENGO
2837|黙秘権|MOKUHIKEN
2838|証拠|SHOUKO
2839|証言|SHOUGEN
2840|偽証|GISHOU
2841|起訴|KISO
2842|無罪|MUZAI
2843|有罪|YUUZAI
2844|執行猶予|SHIKKOUYUUYO
2845|時効|JIKOU
2846|冤罪|ENZAI
2847|異議|IGI
2848|棄却|KYAKKA
2849|上告|JOUKOKU
2850|六法全書|ROUPOUZENSHO
2851|アポトーシス|APOTO-SHISU
2852|ネクローシス|NEKURO-SHISU
2853|シナプス|SHINAPUSU
2854|ミトコンドリア|MITOKONDORIA
2855|恒常性|KOUJOUSEI
2856|免疫|MENEKI
2857|抗体|KOUTAI
2858|アレルゲン|ARERUGEN
2859|ワクチン|WAKUCHIN
2860|血清|KESSEI
2861|ドーパミン|DO-PAMIN
2862|アドレナリン|ADORENARIN
2863|エンドルフィン|ENDORUFIN
2864|ゲノム|GENOMU
2865|突然変異|TOTSUZENHENI
2866|自然淘汰|SHIZENTOUTA
2867|パンデミック|PANDEMIKKU
2868|エンデミック|ENDEMIKKU
2869|偽薬|GIYAKU
2870|対症療法|TAISHOURYOUHOU
2871|根治|KONCHI
2872|副作用|FUKUSAYOU
2873|禁断症状|KINDANSHOUJOU
2874|二律背反|NIRITSUHAIHAN
2875|蓋然性|GAIZENSEI
2876|形而上学|KEIJIJOUGAKU
2877|弁証法|BENSHOUHOU
2878|唯物論|YUIBUTSURON
2879|観念論|KANNENRON
2880|不可知論|FUKACHIRON
2881|懐疑主義|KAIGISHUGI
2882|功利主義|KOURISHUGI
2883|義務論|GIMURON
2884|決定論|KETTEIRON
2885|自由意志|JIYUUISHI
2886|主体|SHUTAI
2887|客体|KYAKUTAI
2888|実存は本質に先立つ|JITSUZON WA HONSHITSU NI SAKIDATSU
2889|永劫回帰|EIGOUKAIKI
2890|超人|CHOUJIN
2891|ルサンチマン|RUSANCHIMAN
2892|コギトエルゴスム|KOGITOERUGOSUMU
2993|ア・プリオリ|A-PURIORI
2994|ア・ポステリオリ|A-POSUTERIORI
2995|イデア|IDEA
2996|タブー|TABU-
2997|禁忌|KINKI
2998|儀式|GISHIKI
2999|通過儀礼|TSUUKAGIREI
3000|生贄|IKENIE
3001|偶像崇拝|GUUZOUSUUHAI
3002|アニミズム|ANIMIZUMU
3003|シャーマニズム|SHA-MANIZUMU
3004|聖遺物|SEIIBUTSU
3005|巡礼|JUNREI
3006|聖地|SEICHI
3007|断食|DANJIKI
3008|懺悔|ZANGE
3009|贖罪|SHOKUZAI
3010|転生|TENSEI
3011|輪廻|RINNE
3012|涅槃|NEHAN
3013|解脱|GEDATSU
3014|大掃除|OOSOUJI
3015|模様替え|MOYOUGAE
3016|日当たり|HIATARI
3017|風通し|KAZETOOSHI
3018|動線|DOUSEN
3019|収納|SHUUNOU
3020|買い置き|KAIOKI
3021|作り置き|TSUKURIOKI
3022|おすそ分け|OSUSOWAKE
3023|食べ残し|TABENOKOSHI
3024|寝坊|NEBOU
3025|夜更かし|YOFUKASHI
3026|うたた寝|UTATANE
3027|立ち読み|TACHIYOMI
3028|衝動買い|SHOUDOUGAI
3029|無駄遣い|MUDADUKAI
3030|節約|SETSUYAKU
3031|貯金|CHOKIN
3032|へそくり|HESOKURI
3033|井戸端会議|IDOBATAKAIGI
3034|噂話|UWASABANASHI
3035|内緒話|NAISHOBANASHI
3036|言い訳|IIWAKE
3037|仲直り|NAKANAORI
3038|意地|IJI
3039|見栄|MIE
3040|本気|HONKI
3041|悪ふざけ|WARUFUZAKE
3042|対位法|TAIIHOU
3043|無伴奏|MUBANSOU
3044|変奏曲|HENNSOUKYOKU
3045|協奏曲|KYOUSOUKYOKU
3046|序曲|JOKYOKU
3047|間奏曲|KANNSOUKYOKU
3048|終曲|SHUUKYOKU
3049|音叉|ONSA
3050|メトロノーム|METORONO-MU
3051|指揮棒|SHIKIBOU
3052|五線譜|GOSENFU
3053|休符|KYUUFU
3054|グリモワール|GURIMOWA-RU
3055|ネクロノミコン|NEKURONOMIKON
3056|魔導書|MADOUSHO
3057|禁書|KINSHO
3058|写本|SHAHON
3059|パピルス|PAPIRUSU
3060|羊皮紙|YOUHISHI
3061|活版印刷|KAPPANINSATSU
3062|楔形文字|KUSABIGATAMOJI
3063|ヒエログリフ|HIEROGURIFU
3064|暗号|ANGOU
3065|エニグマ|ENIGUMA
3066|解読|KAIDOKU
3067|贋作|GANSAKU
3068|模写|MOSHA
3069|遠近法|ENKINHOU
3070|黄金比|OUGONHI
3071|透視図法|TOUSHIZUHOU
3072|フレスコ|FURESCO
3073|テンペラ|TENPERA
3074|点描|TENBYOU
3075|キュビズム|KYUBIZUMU
3076|シュルレアリスム|SHURUREARISUMU
3077|バロック|BAROKKU
3078|ロココ|ROKOKO
3079|ゴシック|GOSIKKU
3080|アールヌーヴォー|A-RUNU-BO-
3081|ブルータリズム|BURU-TARIZUMU
3082|礎石|SOSEKI
3083|梁|HARI
3084|尖塔|SENTOU
3085|ガーゴイル|GA-GOIRU
3086|フライングバットレス|FURAINGUBATTORESU
3087|ステンドグラス|SUTENDOGURASU
3088|迷宮|MEIKYUU
3089|聖域|SEIIKI
3090|神殿|SHINDEN
3091|祭壇|SAIDAN
3092|供物|KUMOTSU
3093|生贄|IKENIE
3094|聖杯|SEIHAI
3095|聖槍|SEISOU
3096|聖骸布|SEIGAIFU
3097|聖遺物|SEIIBUTSU
3098|巡礼|JUNREI
3099|免罪符|MENZAIFU
3100|異端|ITAN
3101|背教者|HAIKYOUSHA
3102|魔女狩り|MAJOGARI
3103|錬金術|RENKINJUTSU
3104|賢者の石|KENJA NO ISHI
3105|ホムンクルス|HOMUNKURUSU
3106|自動人形|OU-TOMATA
3107|ゴーレム|GO-REMU
3108|エレメンタル|EREMENTARU
3109|ジン|JIN
3110|イフリート|IFURI-TO
3111|サラマンダー|SARAMANDA-
3112|ウンディーネ|UNDI-NE
3113|シルフ|SHIRUFU
3114|ノーム|NO-MU
3115|精霊|SEIREI
3116|亡霊|BOUREI
3117|幽霊船|YUUREISEN
3118|蜃気楼|SHINKIROU
3119|オアシス|OASISU
3120|カルデラ|KARUDERA
3121|フィヨルド|FYORUDO
3122|ツンドラ|TSUNDORA
3123|サバンナ|SABANNA
3124|マングローブ|MANGURO-BU
3125|溶岩洞|YOUGANDOU
3126|鍾乳洞|SHOUNYUUDOU
3127|樹海|JUKAI
3128|磁気嵐|JIKIARASHI
3129|オーロラ|O-RORA
3130|皆既日食|KAIKINISSHOKU
3131|流星群|RYUUSEIGUN
3132|彗星|SUISEI
3133|銀河|GINGA
3134|星雲|SEIUN
3135|星団|SEIDAN
3136|ブラックホール|BURAKKUHO-RU
3137|ホワイトホール|HOWAITOHO-RU
3138|ワームホール|WA-MUHO-RU
3139|超新星|CHOUSHINSEI
3140|反物質|HANBUSHITSU
3141|ダークマター|DA-KUMATTA-
3142|ダークエネルギー|DA-KUENERUGI-
3143|特異点|TOKUITE
3144|地平線|CHIHEISEN
3145|水平線|SUIHEISEN
3146|境界線|KYOUKAISEN
3147|平行世界|HEIKOUSEKAI
3148|因果律|INGARITSU
3149|運命|UNMEI
3150|宿命|SHUKUMEI
3151|奇跡|KISEKI
3152|偶然|GUUZEN
3153|必然|HETSUZEN
3154|矛盾|MUJUN
3155|輪廻|RINNE
3156|解脱|GEDATSU
3157|黙示録|MOKUSHIROKU
3158|ラグナロク|RAGUNAROKU
3159|ハルマゲドン|HARUMAGEDON
3160|審判の日|SHINPAN NO HI
3161|瑕疵|KASHI
3162|担保|TANPO
3163|債務不履行|SAIMUFURIKOU
3164|偽証罪|GISHOUZAI
3165|黙秘権|MOKUHIKEN
3166|時効|JIKOU
3167|急須|KYUUSU
3168|湯呑|YUNOMI
3169|茶筅|CHASEN
3170|茶杓|CHASHAKU
3171|懐紙|KAISHI
3172|袱紗|FUKUSA
3173|香炉|KOURO
3174|水墨画|SUIBOKUGA
3175|掛け軸|KAKEJIKU
3176|枯山水|KARESANSUI
3177|借景|SHAKKEI
3178|灯籠|TOUROU
3179|蹲|TSUKUBAI
3180|風鈴|FUURIN
3181|蚊帳|KAYA
3182|線香花火|SENKOUHANABI
3183|万華鏡|MANGEKYOU
3184|そろばん|SOROBAN
3185|砂時計|SUNADOKEI
3186|日時計|HIDOKEI
3187|振り子時計|FURIKODOKEI
3188|鳩時計|HATODOKEI
3189|活版印刷|KAPPANINSATSU
3190|謄写版|TOUSHABAN
3191|ブリキ|BURIKI
3192|白黒テレビ|SHIROKUROTEREBI
3193|真空管|SHINKUUKAN
3194|ダイヤル式電話|DAIYARUSHIKIDENWA
3195|カセットテープ|KASETTOTE-PU
3196|フロッピーディスク|FUROPPIDHISUKU
3197|ブラウン管|BURAUNKAN
3198|ぜんまい仕掛け|ZENMAIJIKAKE
3199|タイプライター|TAIPURAITA-
3200|レコード|REKO-DO
3201|蓄音機|CHIKUONKI
3202|映写機|EISHAJIKI
3203|フィルム|FIRUMU
3204|ノイズ|NOIZU
3205|砂嵐|SUNAARASHI
3206|チューニング|CHU-NINGU
3207|グリフ|GURIFU
3208|セリフ|SERIFU
3209|サンセリフ|SANSERIFU
3210|カーニング|KA-NINGU
3211|トラッキング|TORAKKINGU
3212|リガチャ|RIGACHA
3213|合字|GOUJI
3214|約物|YAKUMONO
3215|禁則処理|KINSOKUSHORI
3216|ルビ|RUBI
3217|傍点|BOUTEN
3218|ゲラ刷り|GERAZURI
3219|校正|KOUSEI
3220|赤字|AKAJI
3221|初校|SHOKOU
3222|再校|SAIKOU
3223|校了|KOURYOU
3224|アルコールランプ|ARUKO-RURANPU
3225|ビーカー|BI-KA-
3226|フラスコ|FURASUKO
3227|メスシリンダー|MESUSHIRINDA-
3228|シャーレ|SHA-RE
3229|リトマス紙|RITOMASUSHI
3230|試薬|SHIYAKU
3231|触媒|SHOKUBAI
3232|滴定|TEKITEI
3233|蒸留水|JOURYUUSUI
3234|遠心分離機|ENSHINBUNRIKI
3235|分光器|BUNKOUKI
3236|クロマトグラフィー|KUROMATOGURAFI-
3237|臨界|RINKAI
3238|飽和|HOUWA
3239|過飽和|KAHOUWA
3240|融解|YUUKAI
3241|凝固|GYOUKO
3242|昇華|SHOUKA
3243|気化|KIKA
3244|液化|EKIKA
3245|奈落|NARAKU
3246|花道|HANAMICHI
3247|回り舞台|MAWARIBUTAI
3248|迫り|SERI
3249|黒子|KUROKO
3250|小道具|KODOUGU
3251|大道具|OODOUGU
3252|脚本|KYAKUHON
3253|脚色|KYAKUSHOKU
3254|ト書き|TOGAKI
3255|独白|DOKUHAKU
3256|傍白|BOUHAKU
3257|伏線|FUKUSEN
3258|パントマイム|PANTOMAIMU
3259|カタルシス|KATARUSHISU
3260|デウスエクスマキナ|DEUSUEKUSUMAKINA
3261|第四の壁|DAIYON NO KABE
3262|メタフィクション|METAFUIKUSHON
3263|偏西風|HENSEIFUU
3264|貿易風|BOUEKIFUU
3265|ジェット気流|JETTOKIRYUU
3266|前線|ZENSEN
3267|寒冷前線|KANREIZENSEN
3268|温暖前線|ONDANZENSEN
3269|停滞前線|TEITAIZENSEN
3270|閉塞前線|HEISOKUZENSEN
3271|高気圧|KOUKIATSU
3272|低気圧|TEIKIATSU
3273|等圧線|TOUATSUSEN
3274|台風の目|TAIFUU NO ME
3275|飽和水蒸気量|HOUWASUIJOUKIRYOU
3276|露点|ROTEN
3277|湿度|SHITSUDO
3278|不快指数|FUKAI SHISUU
3279|エルニーニョ|ERUNI-NYO
3280|ラニーニャ|RANI-NYA
3281|ヒートアイランド|HI-TOAIRANDO
3282|剪定|SENTEI
3283|受粉|JFUN
3284|接ぎ木|TSUGIKI
3285|挿し木|SASHIKI
3286|間引き|MABIKI
3287|連作障害|RENSAKUSHOUGAI
3288|自家不和合性|JIKAFUWAGOUSEI
3289|頂芽優勢|CHOUGAYUUSEI
3290|休眠打破|KYUUMINDHA
3291|花芽分化|KAGABUNKA
3292|不定根|FUTEINE
3293|根粒菌|KONRYUUKIN
3294|菌根菌|KINKONKIN
3295|他感作用|TAKASAYOU
3296|アレロパシー|AREROPASHI-
3297|保護色|HOGOSHOKU
3298|警告色|KEIKOKUSHOKU
3299|擬態|GITAI
3300|共生|KYOUSEI
3301|寄生|KISEI
3302|捕食|HOSHOKU
3303|食物連鎖|SHOKUMOTSURENSA
3304|ニッチ|NICCHI
3305|生態系|SEITAIKEI
3306|生物濃縮|SEIBUTSUNOUSHUKU
3307|遺伝的浮動|IDENTEKIFUDOU
3308|ボトルネック効果|BOTORUNEKKUKOUKA
3309|創始者効果|SOUSHISHAKOUKA
3310|赤の女王|AKA NO JOOU
3311|囚人のジレンマ|SHUUJIN NO JIRENMA
3312|ナッシュ均衡|NASSHUKINKOU
3313|パレート最適|PARE-TOSAITEKI
3314|機会費用|KIKAIHIYOU
3315|埋没費用|MAIBOTSUHIYOU
3316|インセンティブ|INSENTIBU
3317|外部不経済|GAIBUFUKEIZAI
3318|コモンズの悲劇|KOMONZU NO HIGEKI
3319|稟議|RINGI
3320|決裁|KESSAI
3321|根回し|NEMAWASHI
3322|不文律|FUBUNRITSU
3323|形骸化|KEIGAIKA
3324|玉虫色|TAMAMUSHIIRO
3325|二枚舌|NIMAIDITA
3326|予定調和|YOTEICHOUWA
3327|責任転嫁|SEKININTENKA
3328|派閥|HABATSU
3329|天下り|AMAKUDARI
3330|傍流|BOURYUU
3331|主流|SHURYUU
3332|可決|KAKETSU
3333|否決|HIKETSU
3334|棚上げ|TANAAGE
3335|凍結|TOUKETSU
3336|白紙撤回|HAKUSHITEKKAI
3337|既得権益|KITOKUKENEKI
3338|無謬性|MUBYUSEI
3339|権威|KENI
3340|傀儡|KAIRAI
3341|黒幕|KUROMAKU
3342|対義語|TAIGIGO
3343|類義語|RUIGIGO
3344|借用語|SHAKUYOUGO
3345|音素|ONSO
3346|形態素|KEITAISO
3347|統語論|TOUGORON
3348|意味論|IMIRON
3349|語用論|GOYOURON
3350|表層構造|HYOUSOUKOUZOU
3351|深層構造|SHINSOUKOUZOU
3352|ソシュール|SOSHU-RU
3353|シニフィアン|SHINIFUIAN
3354|シニフィエ|SHINIFUIE
3355|ラング|RANGU
3356|パロール|PARO-RU
3357|共時態|KYOUJITAI
3358|通時態|TSUUJITAI
3359|二重分節|NIJUUBUNSETSU
3360|カリグラフィー|KARIGURAFI-
3361|タイポグラフィー|TAIPOGURAFI-
3362|セリフ体|SERIFUTAI
3363|サンセリフ体|SANSERIFUTAI
3364|グリフ|GURIFU
3365|合字|GOUJI
3366|約物|YAKUMONO
3367|禁則処理|KINSOKUSHORI
3368|ゲラ|GERA
3369|校了|KOURYOU
3370|赤字|AKAJI
3371|カンブリア紀|KANBURIAKI
3372|オルドビス紀|ORUDOBISUKI
3373|シルル紀|SHIRURUKI
3374|デボン紀|DEBONKI
3375|石炭紀|SEKITANKI
3376|ペルム紀|PERUMUKI
3377|三畳紀|SANJOUKI
3378|ジュラ紀|JURAKI
3379|白亜紀|HAKUAKI
3380|第三紀|DAISANKI
3381|第四紀|DAIYONKI
3382|完新世|KANSHINSEI
3383|大量絶滅|TAIRYOUZETSUMETSU
3384|アノマロカリス|ANOMAROKARISU
3385|三葉虫|SANYOUCHUU
3386|アンモナイト|ANMONAITO
3387|シーラカンス|SHI-RAKANSU
3388|メガロドン|MEGARODON
3389|始祖鳥|SHISOCHOU
3390|プテラノドン|PUTERANODON
3391|イグアノドン|IGUANODON
3392|ステゴサウルス|SUTEGOSAURUSU
3393|トリケラトプス|TORIKERATOPUSU
3394|ティラノサウルス|TIRANOSAURUSU
3395|マンモス|MANMOSU
3396|サーベルタイガー|SA-BERUTAIGA-
3397|ネアンデルタール|NEANDERUTA-RU
3398|クロマニョン|KUROMANYON
3399|オーパーツ|O-PA-TSU
3400|コデックス|KODEKKUSU
3401|ヴォイニッチ手稿|VOINICCHISHUKOU
3402|死海文書|SHIKAIMONJO
3403|ロゼッタストーン|ROZETTASUTO-N
3404|アンティキティラ島の機械|ANTIKITIRATOUNO KIKAI
3405|ナスカの地上絵|NASUKA NO CHIJOU E
3406|マヤ文明|MAYABUNMEI
3407|インカ帝国|INKATEIKOKU
3408|アステカ|ASUTEKA
3409|ムー大陸|MU-TAIRIKU
3410|アトランティス|ATORANTISU
3411|アヴァロン|AVARON
3412|シャングリラ|SHANGURIRA
3413|エルドラド|ERUDORADO
3414|桃源郷|TOUGENKYOU
3415|蓬莱|HOURAI
3416|ニライカナイ|NIRAIKANAI
3417|高天原|TAKAMAGAHARA
3418|黄泉|YOMI
3419|奈落|NARAKU
3420|煉獄|RENGOKU
3421|天国|TENGOKU
3422|地獄|JIGOKU
3423|辺獄|HENGOKU
3424|万神殿|PANTHEON
3425|英霊殿|VARUHARA
3426|万魔殿|PANDEMONIUMU
3427|水晶玉|SUISHOUDAMA
3428|タロット|TAROTTO
3429|ルーン文字|RU-NMOJI
3430|ダウジング|DAUJINGU
3431|占星術|SENSEIJUTSU
3432|数秘術|SUUHIJUTSU
3433|黒魔術|KUROMAJUTSU
3434|白魔術|SHIROMAJUTSU
3435|召喚術|SHOUKANJUTSU
3436|死霊術|SHIRYOUJUTSU
3437|呪術|JUJUTSU
3438|言霊|KOTODAMA
3439|真名|MANA
3440|諱|IMINA
3441|祝詞|NORITO
3442|呪詛|JUSO
3443|お祓い|OHARAI
3444|結界|KEKKAI
3445|護符|GOFU
3446|形代|KATASHIRO
3447|式神|SHIKIGAMI
3448|陰陽師|ONMYOUJI
3449|蠱毒|KODOKU
3450|呪物|JUBUTSU
3451|ポルターガイスト|PORUTA-GAISUTO
3452|ドッペルゲンガー|DOPPERUGENGA-
3453|フェアリーリング|FEARI-RINGU
3454|ウィルオウィスプ|UIRUOUISUPU
3455|ジャックオーランタン|JAKKUO-RANTAN
3456|グレムリン|GUREMURIN
3457|バグベア|BAGUBEA
3458|コボルト|KOBORUTO
3459|ノッカー|NOKKA-
3460|ブラウニー|BURAUNI-
3461|ピクシー|PIKUSHI-
3462|スプライト|SUPURaito
3463|インキュバス|INKYUBASU
3464|サキュバス|SAKYUBASU
3465|ナイトメア|NAITOMEA
3466|リッチ|RICCHI
3467|ヴァンパイア|VANPAIA
3468|ワーウルフ|WA-URUFU
3469|ゾンビ|ZONBI
3470|スケルトン|SUKERUTON
3471|グール|GU-RU
3472|マミー|MAMI-
3473|ゴースト|GO-SUTO
3474|レイス|REISU
3475|スペクター|SUPEKUTA-
3476|キメラ|KIMERA
3477|マンティコア|MANTEIKOA
3478|ヒュドラ|HYUDORA
3479|ケルベロス|KERUBEROSU
3480|オルトロス|ORUTOROSU
3481|キマイラ|KIMAIRA
3482|スフィンクス|SUFINKUSU
3483|ハーピー|HA-PI-
3484|セイレーン|SEIRE-N
3485|メデューサ|MEDYU-SA
3486|ゴルゴン|GORUGON
3487|ミノタウロス|MINOTAURUSU
3488|ケンタウロス|KENTAURUSU
3489|サテュロス|SATYUROSU
3490|サイクロプス|SAIKUROPPUSU
3491|ギガス|GIGASU
3492|タイタン|TAITAN
3493|グリフォン|GURIFON
3494|ヒッポグリフ|HIPOGURIFU
3495|ペガサス|PEGASASU
3496|ユニコーン|YUNIKO-N
3497|フェニックス|FENIKKUSU
3498|ロック鳥|ROKKUCHOU
3499|バジリスク|BAJIRISUKU
